property,canceled,advance_time,arrival_year,arrival_month,arrival_week_number,arrival_day_of_month,weekend_stays,week_stays,num_adults,num_children,meal_package,booking_channel,is_returning,num_cancellations,num_not_canceled,reserved_room_code,assigned_room_code,num_changes,deposit_terms,wait_days,average_daily_rate,status,status_date
Resort Hotel,0,0,2016,April,18,30,0,1,2,0.0,BB,Direct,0,0,0,F,F,0,No Deposit,0,95.0,Check-Out,2016-05-01
Resort Hotel,0,21,2015,August,33,10,2,5,2,0.0,HB,Online TA,0,0,0,D,D,0,No Deposit,0,241.0,Check-Out,2015-08-17
Resort Hotel,1,152,2016,September,39,19,1,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,89.0,Canceled,2016-07-17
City Hotel,0,3,2016,March,10,3,2,3,1,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,102.0,Check-Out,2016-03-08
City Hotel,0,77,2016,April,16,14,0,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,96.3,Check-Out,2016-04-17
City Hotel,1,290,2015,August,32,3,1,3,2,0.0,BB,Groups,0,1,0,A,A,0,No Deposit,0,62.0,Canceled,2015-07-06
City Hotel,1,107,2017,July,28,9,2,2,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,136.8,Canceled,2017-03-30
Resort Hotel,0,0,2017,March,10,8,0,1,1,0.0,BB,Offline TA/TO,0,0,0,A,D,0,No Deposit,0,32.0,Check-Out,2017-03-09
City Hotel,1,32,2015,November,47,20,0,2,1,0.0,BB,Offline TA/TO,0,1,0,A,A,0,No Deposit,0,73.0,Canceled,2015-11-06
City Hotel,1,14,2016,January,4,20,5,14,1,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,80.09,No-Show,2016-01-20
City Hotel,1,26,2016,December,51,12,4,10,1,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,74.8,Canceled,2016-11-24
City Hotel,0,178,2016,July,28,6,1,4,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,80.75,Check-Out,2016-07-11
Resort Hotel,1,25,2017,July,30,26,2,4,2,0.0,BB,Online TA,0,0,0,E,E,0,No Deposit,0,245.0,Canceled,2017-07-02
City Hotel,1,42,2016,October,41,2,2,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,113.4,Canceled,2016-09-08
Resort Hotel,1,275,2015,October,41,4,2,0,2,0.0,HB,Offline TA/TO,0,26,0,A,A,0,Non Refund,0,50.0,Canceled,2015-01-30
City Hotel,0,64,2017,April,14,3,1,4,2,0.0,HB,Online TA,0,0,0,D,D,0,No Deposit,0,162.0,Check-Out,2017-04-08
City Hotel,1,489,2016,November,46,10,0,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,62.8,Canceled,2015-10-21
City Hotel,0,0,2016,May,19,4,0,1,1,0.0,BB,Corporate,0,0,0,A,D,0,No Deposit,0,89.0,Check-Out,2016-05-05
City Hotel,0,92,2016,April,18,24,2,3,2,0.0,HB,Online TA,0,0,0,A,A,1,No Deposit,0,97.41,Check-Out,2016-04-29
Resort Hotel,0,65,2015,July,29,15,2,7,2,0.0,FB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,142.48,Check-Out,2015-07-24
City Hotel,1,108,2017,May,19,10,0,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,132.0,Canceled,2017-04-29
City Hotel,0,75,2017,July,27,8,2,1,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,120.0,Check-Out,2017-07-11
City Hotel,0,158,2017,June,26,29,2,3,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,165.06,Check-Out,2017-07-04
Resort Hotel,1,56,2016,November,48,21,1,5,2,0.0,BB,Online TA,0,0,0,E,E,0,No Deposit,0,55.8,Canceled,2016-11-08
Resort Hotel,0,4,2016,August,34,18,0,1,2,0.0,BB,Online TA,0,0,0,E,E,1,No Deposit,0,20.0,Check-Out,2016-08-19
Resort Hotel,1,167,2017,July,28,15,2,5,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,152.86,Canceled,2017-01-29
City Hotel,0,109,2017,January,4,23,1,3,2,1.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,103.7,Check-Out,2017-01-27
City Hotel,0,163,2016,September,40,30,2,2,2,0.0,BB,Direct,0,0,0,D,D,3,No Deposit,0,123.3,Check-Out,2016-10-04
City Hotel,0,9,2017,February,7,18,2,2,2,0.0,BB,Online TA,0,0,0,A,A,1,No Deposit,0,83.6,Check-Out,2017-02-22
City Hotel,1,24,2017,April,17,23,2,0,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,115.0,Canceled,2017-04-03
City Hotel,0,0,2016,June,25,14,0,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,111.0,Check-Out,2016-06-15
City Hotel,0,164,2016,July,27,1,0,2,2,0.0,BB,Online TA,0,0,0,A,A,1,No Deposit,0,96.3,Check-Out,2016-07-03
City Hotel,1,300,2015,August,33,13,0,2,2,0.0,BB,Groups,1,1,0,A,A,0,No Deposit,0,62.8,Canceled,2014-10-17
Resort Hotel,1,26,2017,April,14,3,1,3,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,72.0,Canceled,2017-03-18
City Hotel,1,104,2016,May,19,4,0,4,2,0.0,BB,Online TA,0,0,0,A,B,1,No Deposit,0,111.78,Canceled,2016-04-01
City Hotel,1,37,2017,June,23,9,2,2,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,130.0,Canceled,2017-05-03
City Hotel,0,79,2016,December,53,27,0,1,2,2.0,BB,Online TA,0,0,0,F,F,1,No Deposit,0,156.6,Check-Out,2016-12-28
City Hotel,0,216,2017,July,26,1,2,5,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,156.6,Check-Out,2017-07-08
Resort Hotel,1,89,2016,May,19,7,2,5,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,73.0,Canceled,2016-03-28
City Hotel,0,123,2016,August,32,4,2,4,2,0.0,BB,Direct,0,0,0,A,A,1,No Deposit,0,103.42,Check-Out,2016-08-10
Resort Hotel,0,7,2017,May,21,23,0,2,1,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,49.6,Check-Out,2017-05-25
Resort Hotel,1,178,2017,August,32,6,2,5,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,200.0,Canceled,2017-06-05
Resort Hotel,0,63,2017,August,35,28,1,5,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,118.5,Check-Out,2017-09-03
Resort Hotel,0,1,2016,November,47,17,2,7,2,0.0,BB,Direct,1,0,2,A,E,1,No Deposit,0,59.33,Check-Out,2016-11-26
City Hotel,1,26,2017,May,21,22,1,0,1,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,160.0,Canceled,2017-04-26
Resort Hotel,1,285,2017,August,33,13,2,5,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,138.38,Canceled,2016-11-13
City Hotel,1,277,2017,January,2,13,0,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,59.91,Canceled,2016-04-11
City Hotel,1,89,2015,October,40,3,2,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,62.0,Canceled,2015-09-09
City Hotel,1,156,2017,July,29,16,2,1,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,89.1,Canceled,2017-02-10
Resort Hotel,0,4,2016,August,34,20,2,1,2,0.0,BB,Direct,0,0,0,F,F,0,No Deposit,0,224.1,Check-Out,2016-08-23
Resort Hotel,1,327,2017,August,32,12,2,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,153.75,Canceled,2016-09-30
City Hotel,1,64,2016,April,16,11,1,1,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,94.5,Canceled,2016-03-14
Resort Hotel,1,130,2017,June,26,27,0,3,2,0.0,HB,Online TA,0,0,0,A,A,0,No Deposit,0,152.0,Canceled,2017-04-23
City Hotel,0,3,2016,May,21,19,0,1,1,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,45.0,Check-Out,2016-05-20
City Hotel,0,117,2016,July,31,29,0,2,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,123.3,Check-Out,2016-07-31
City Hotel,0,85,2016,October,41,6,1,3,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,85.0,Check-Out,2016-10-10
City Hotel,1,59,2017,January,4,23,1,1,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,80.0,Canceled,2016-11-25
City Hotel,1,285,2017,June,23,10,2,5,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,126.9,Canceled,2016-10-23
Resort Hotel,0,211,2016,May,20,14,1,1,1,0.0,HB,Groups,0,0,0,A,A,1,No Deposit,0,54.5,Check-Out,2016-05-16
City Hotel,0,176,2015,August,35,25,0,4,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,49.58,Check-Out,2015-08-29
City Hotel,0,3,2016,January,5,29,1,2,2,0.0,HB,Online TA,0,0,0,A,D,0,No Deposit,0,130.0,Check-Out,2016-02-01
City Hotel,0,254,2016,October,42,12,0,4,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,92.28,Check-Out,2016-10-16
City Hotel,0,192,2016,June,26,24,0,2,1,0.0,BB,Offline TA/TO,0,0,0,A,D,0,No Deposit,0,95.0,Check-Out,2016-06-26
Resort Hotel,0,1,2017,May,20,16,0,3,2,0.0,BB,Direct,1,0,1,A,C,0,No Deposit,0,90.25,Check-Out,2017-05-19
Resort Hotel,0,128,2015,July,30,24,4,7,2,0.0,HB,Direct,0,0,0,A,A,0,No Deposit,0,152.71,Check-Out,2015-08-04
City Hotel,1,35,2017,March,11,13,1,4,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,105.4,Canceled,2017-02-12
City Hotel,0,8,2016,November,46,11,2,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,86.72,Check-Out,2016-11-15
City Hotel,1,13,2016,January,4,20,0,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,96.0,Canceled,2016-01-10
Resort Hotel,0,40,2016,March,12,17,1,3,3,0.0,BB,Offline TA/TO,0,0,0,A,C,0,No Deposit,0,35.24,Check-Out,2016-03-21
Resort Hotel,0,3,2017,March,11,17,0,2,2,0.0,BB,Direct,1,0,4,A,A,1,No Deposit,0,50.0,Check-Out,2017-03-19
City Hotel,0,15,2016,December,50,7,0,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,106.33,Check-Out,2016-12-10
Resort Hotel,0,27,2016,September,38,16,2,2,3,0.0,BB,Online TA,0,0,0,H,H,1,No Deposit,0,174.5,Check-Out,2016-09-20
City Hotel,0,301,2016,July,31,30,1,1,1,0.0,HB,Offline TA/TO,0,0,0,A,A,1,No Deposit,0,90.0,Check-Out,2016-08-01
City Hotel,0,146,2017,June,25,20,0,2,1,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,108.0,Check-Out,2017-06-22
City Hotel,0,14,2015,October,42,15,0,2,1,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,100.0,Check-Out,2015-10-17
City Hotel,0,7,2016,August,33,12,1,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,175.67,Check-Out,2016-08-15
City Hotel,0,140,2016,July,32,31,2,5,3,0.0,BB,Online TA,0,0,0,D,D,1,No Deposit,0,132.48,Check-Out,2016-08-07
City Hotel,0,141,2017,August,35,29,0,4,2,0.0,BB,Direct,0,0,0,A,A,4,No Deposit,0,138.75,Check-Out,2017-09-02
City Hotel,0,21,2017,March,11,14,0,1,1,0.0,BB,Groups,0,0,0,A,A,2,No Deposit,0,251.0,Check-Out,2017-03-15
City Hotel,1,90,2016,September,37,7,0,4,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,149.4,Canceled,2016-06-11
Resort Hotel,0,13,2016,March,14,28,1,1,2,2.0,BB,Direct,0,0,5,G,G,0,No Deposit,0,87.0,Check-Out,2016-03-30
Resort Hotel,0,52,2016,March,12,17,2,5,2,0.0,BB,Online TA,0,0,0,E,E,0,No Deposit,0,42.28,Check-Out,2016-03-24
Resort Hotel,0,88,2017,April,15,13,1,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,57.61,Check-Out,2017-04-17
City Hotel,0,56,2016,August,34,15,1,2,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,72.25,Check-Out,2016-08-18
City Hotel,1,291,2016,August,34,19,0,2,2,0.0,HB,Offline TA/TO,0,0,0,A,A,0,Non Refund,0,115.0,Canceled,2016-02-23
City Hotel,1,379,2016,July,30,21,0,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,62.0,Canceled,2015-10-21
City Hotel,0,2,2017,February,7,18,0,1,2,0.0,BB,Direct,0,0,0,G,G,0,No Deposit,0,234.0,Check-Out,2017-02-19
City Hotel,0,0,2016,September,37,9,0,1,2,0.0,SC,Online TA,0,0,0,A,E,0,No Deposit,0,96.67,Check-Out,2016-09-10
Resort Hotel,1,159,2017,July,29,22,2,5,2,0.0,HB,Online TA,0,0,0,A,A,0,No Deposit,0,192.0,Canceled,2017-02-16
Resort Hotel,0,74,2017,January,2,9,1,2,1,0.0,BB,Direct,0,0,0,A,A,0,No Deposit,0,30.0,Check-Out,2017-01-12
City Hotel,1,181,2017,April,15,9,2,2,2,0.0,HB,Online TA,0,0,0,D,D,0,No Deposit,0,164.7,Canceled,2017-03-27
City Hotel,0,15,2017,March,12,23,0,3,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,97.28,Check-Out,2017-03-26
City Hotel,0,75,2017,May,20,20,2,1,2,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,112.67,Check-Out,2017-05-23
City Hotel,0,76,2016,December,53,26,1,1,1,0.0,HB,Direct,0,0,0,A,A,1,No Deposit,0,134.0,Check-Out,2016-12-28
City Hotel,0,124,2016,August,32,1,1,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,105.3,Check-Out,2016-08-04
Resort Hotel,1,82,2016,March,13,22,0,3,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,61.67,Canceled,2016-01-06
Resort Hotel,1,468,2016,May,20,12,0,2,2,0.0,HB,Groups,0,1,0,A,A,0,No Deposit,0,67.0,Canceled,2015-07-30
Resort Hotel,0,64,2016,September,40,29,2,5,2,0.0,BB,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,57.0,Check-Out,2016-10-06
Resort Hotel,0,277,2016,September,37,5,5,10,2,0.0,BB,Direct,0,0,1,E,E,0,No Deposit,0,95.0,Check-Out,2016-09-20
City Hotel,0,83,2016,December,53,26,1,3,2,1.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,90.32,Check-Out,2016-12-30
City Hotel,1,379,2016,July,30,21,0,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,62.0,Canceled,2015-10-21
Resort Hotel,0,36,2016,March,13,25,0,2,2,0.0,HB,Online TA,0,0,0,D,D,1,No Deposit,0,107.0,Check-Out,2016-03-27
Resort Hotel,1,84,2017,July,29,22,2,6,2,0.0,BB,Online TA,0,0,0,D,D,2,No Deposit,0,225.0,Canceled,2017-05-03
Resort Hotel,1,52,2016,August,36,29,2,5,2,2.0,BB,Online TA,0,0,0,G,G,0,No Deposit,0,247.57,Canceled,2016-07-08
City Hotel,1,38,2017,January,2,14,0,1,1,0.0,BB,Corporate,0,0,0,A,A,0,Non Refund,0,75.0,Canceled,2016-12-07
Resort Hotel,1,168,2016,April,18,28,1,3,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,80.0,Canceled,2016-01-19
City Hotel,0,24,2016,September,38,12,1,0,1,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,108.0,Check-Out,2016-09-13
City Hotel,1,199,2015,September,39,21,1,1,2,0.0,BB,Offline TA/TO,0,1,0,A,A,0,No Deposit,0,48.0,Canceled,2015-07-23
Resort Hotel,0,16,2016,January,4,20,0,4,2,1.0,BB,Direct,0,0,0,G,G,0,No Deposit,0,71.0,Check-Out,2016-01-24
Resort Hotel,0,125,2016,June,24,7,2,5,2,0.0,BB,Direct,0,0,0,D,E,0,No Deposit,0,94.37,Check-Out,2016-06-14
City Hotel,1,165,2017,April,17,29,2,5,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,130.5,Canceled,2017-04-09
Resort Hotel,1,20,2017,May,21,26,1,2,1,0.0,HB,Online TA,0,0,0,A,A,0,No Deposit,0,127.0,Canceled,2017-05-12
Resort Hotel,0,11,2015,August,34,21,2,4,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,175.17,Check-Out,2015-08-27
Resort Hotel,1,113,2015,July,28,8,0,4,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,123.0,Canceled,2015-05-28
City Hotel,0,34,2016,December,52,24,0,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,116.0,Check-Out,2016-12-25
Resort Hotel,0,0,2017,March,9,1,0,2,1,0.0,BB,Direct,0,0,0,D,D,1,No Deposit,0,68.0,Check-Out,2017-03-03
City Hotel,0,70,2016,April,14,2,2,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,61.56,Check-Out,2016-04-07
Resort Hotel,0,0,2016,April,15,6,0,1,1,0.0,BB,Direct,0,0,0,A,A,0,No Deposit,0,56.0,Check-Out,2016-04-07
City Hotel,0,42,2016,November,49,29,0,3,2,0.0,BB,Online TA,0,0,0,A,D,0,No Deposit,0,104.0,Check-Out,2016-12-02
City Hotel,0,1,2016,November,46,6,2,0,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,232.5,Check-Out,2016-11-08
City Hotel,0,1,2017,January,4,26,0,3,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,88.0,Check-Out,2017-01-29
City Hotel,1,68,2016,September,38,16,0,1,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,149.4,Canceled,2016-09-15
Resort Hotel,0,1,2016,September,36,2,0,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,161.0,Check-Out,2016-09-03
Resort Hotel,0,6,2016,October,45,31,1,0,3,1.0,BB,Online TA,0,0,0,G,G,0,No Deposit,0,145.0,Check-Out,2016-11-01
Resort Hotel,0,29,2016,October,42,11,0,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,58.0,Check-Out,2016-10-12
City Hotel,0,129,2017,July,27,6,0,2,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,108.0,Check-Out,2017-07-08
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,47.0,Canceled,2015-06-26
Resort Hotel,0,5,2016,April,15,9,2,5,2,0.0,Undefined,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,99.5,Check-Out,2016-04-16
City Hotel,1,71,2016,October,43,16,1,0,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,151.2,Canceled,2016-10-10
City Hotel,0,42,2017,July,27,6,0,1,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,109.0,Check-Out,2017-07-07
Resort Hotel,0,100,2015,August,35,23,2,2,2,2.0,BB,Direct,0,0,0,C,C,0,No Deposit,0,181.0,Check-Out,2015-08-27
City Hotel,1,163,2016,June,24,5,2,2,1,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,0,100.0,Canceled,2016-01-26
Resort Hotel,0,2,2016,January,4,23,0,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,48.0,Check-Out,2016-01-24
Resort Hotel,0,1,2017,March,13,31,0,1,1,0.0,BB,Direct,0,0,0,A,D,0,No Deposit,0,65.0,Check-Out,2017-04-01
City Hotel,0,23,2016,January,1,2,2,1,1,0.0,HB,Offline TA/TO,0,0,0,A,A,2,No Deposit,0,79.0,Check-Out,2016-01-05
City Hotel,0,128,2016,September,39,24,2,3,3,0.0,BB,Online TA,0,0,0,D,A,0,No Deposit,0,162.0,Check-Out,2016-09-29
Resort Hotel,1,92,2016,December,50,9,0,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,42.0,Canceled,2016-09-13
Resort Hotel,0,162,2016,August,33,13,2,5,2,0.0,BB,Direct,0,0,0,F,F,0,No Deposit,0,191.0,Check-Out,2016-08-20
Resort Hotel,0,2,2016,April,16,14,0,1,1,0.0,BB,Corporate,0,0,0,A,C,0,No Deposit,0,42.0,Check-Out,2016-04-15
City Hotel,0,0,2015,December,53,27,2,1,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,91.67,Check-Out,2015-12-30
City Hotel,0,53,2015,December,53,29,0,2,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,81.0,Check-Out,2015-12-31
City Hotel,1,336,2015,September,38,18,0,2,2,0.0,HB,Offline TA/TO,0,1,0,A,A,0,Non Refund,0,101.5,Canceled,2015-07-06
City Hotel,1,139,2017,August,31,1,0,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,140.17,Canceled,2017-03-21
City Hotel,1,29,2016,February,6,5,6,14,1,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,70.91,Canceled,2016-01-15
Resort Hotel,0,0,2016,April,15,4,1,0,1,0.0,BB,Corporate,1,1,1,A,E,0,No Deposit,0,50.0,Check-Out,2016-04-05
City Hotel,0,320,2016,August,34,18,0,2,1,0.0,HB,Offline TA/TO,0,0,0,A,A,1,No Deposit,0,90.0,Check-Out,2016-08-20
City Hotel,1,47,2016,April,16,12,0,1,1,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,99.9,Canceled,2016-03-21
City Hotel,0,4,2016,September,37,8,0,3,1,0.0,BB,Online TA,0,0,0,A,A,1,No Deposit,0,149.0,Check-Out,2016-09-11
City Hotel,1,101,2017,April,15,15,2,1,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,145.5,Canceled,2017-01-14
City Hotel,1,87,2015,September,39,25,2,3,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,170.0,Canceled,2015-09-09
City Hotel,1,52,2017,March,11,17,0,2,3,1.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,142.2,Canceled,2017-02-01
Resort Hotel,1,383,2016,October,41,6,1,3,2,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,48.0,Canceled,2016-03-04
City Hotel,1,38,2016,December,52,21,1,4,2,0.0,HB,Online TA,0,0,0,A,A,0,No Deposit,0,120.7,Canceled,2016-12-04
City Hotel,0,133,2017,April,16,19,0,4,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,124.0,Check-Out,2017-04-23
Resort Hotel,0,13,2015,August,34,18,0,5,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,195.8,Check-Out,2015-08-23
City Hotel,0,219,2015,September,36,4,1,2,1,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,76.67,Check-Out,2015-09-07
City Hotel,0,12,2016,October,43,21,0,2,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,140.0,Check-Out,2016-10-23
City Hotel,1,115,2016,April,15,8,0,2,2,0.0,BB,Groups,0,0,0,A,B,1,No Deposit,34,65.0,Canceled,2016-03-31
City Hotel,0,60,2017,April,14,2,2,2,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,99.0,Check-Out,2017-04-06
Resort Hotel,1,188,2017,July,27,2,4,5,2,2.0,BB,Online TA,0,0,0,G,G,0,No Deposit,0,203.11,Canceled,2017-05-10
City Hotel,0,27,2017,July,28,11,0,1,1,0.0,BB,Online TA,0,0,0,A,K,0,No Deposit,0,130.0,Check-Out,2017-07-12
Resort Hotel,0,224,2016,May,22,25,0,4,2,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,66.0,Check-Out,2016-05-29
City Hotel,1,178,2016,September,36,2,2,5,2,0.0,BB,Online TA,0,0,0,B,B,0,No Deposit,0,112.01,Canceled,2016-09-01
Resort Hotel,0,88,2016,August,34,18,1,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,193.0,Check-Out,2016-08-22
City Hotel,0,27,2016,March,11,6,2,3,2,0.0,BB,Offline TA/TO,0,0,0,A,D,0,No Deposit,0,87.0,Check-Out,2016-03-11
City Hotel,1,84,2016,September,37,9,0,2,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,177.3,Canceled,2016-06-26
City Hotel,1,263,2016,December,53,26,1,3,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,63.75,Canceled,2016-04-08
Resort Hotel,1,243,2015,September,36,4,0,2,2,0.0,BB,Online TA,0,1,0,D,D,0,No Deposit,0,99.0,Canceled,2015-07-29
Resort Hotel,1,43,2015,December,53,30,0,3,2,0.0,BB,Online TA,0,1,0,E,E,0,No Deposit,0,119.0,Canceled,2015-11-23
City Hotel,0,29,2016,December,49,2,0,2,2,0.0,BB,Corporate,0,0,0,A,A,0,No Deposit,0,85.0,Check-Out,2016-12-04
City Hotel,0,5,2016,May,22,24,0,2,1,0.0,BB,Corporate,0,0,0,A,A,1,No Deposit,0,100.0,Check-Out,2016-05-26
City Hotel,0,83,2015,September,39,23,0,2,1,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,0.0,Check-Out,2015-09-25
City Hotel,0,8,2015,September,39,24,0,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,133.0,Check-Out,2015-09-25
City Hotel,0,69,2016,March,12,13,2,3,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,82.45,Check-Out,2016-03-18
Resort Hotel,0,24,2017,May,20,20,2,5,2,1.0,HB,Online TA,0,0,0,G,G,0,No Deposit,0,198.31,Check-Out,2017-05-27
City Hotel,1,127,2017,March,10,11,1,1,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,80.0,Canceled,2017-01-10
City Hotel,1,88,2017,April,17,26,0,3,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,140.0,Canceled,2017-02-17
City Hotel,0,15,2016,October,41,4,0,2,1,1.0,BB,Online TA,0,0,0,A,D,0,No Deposit,0,116.31,Check-Out,2016-10-06
Resort Hotel,0,196,2016,May,21,16,2,5,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,41.75,Check-Out,2016-05-23
City Hotel,0,4,2016,January,3,15,0,1,2,0.0,SC,Online TA,1,11,5,A,A,0,No Deposit,0,77.0,Check-Out,2016-01-16
City Hotel,1,32,2015,November,47,20,0,2,1,0.0,BB,Offline TA/TO,0,1,0,A,A,0,No Deposit,0,73.0,Canceled,2015-11-06
City Hotel,1,35,2017,July,28,15,1,1,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,130.0,Canceled,2017-06-20
Resort Hotel,0,14,2016,March,10,2,0,2,2,0.0,BB,Online TA,0,0,0,E,E,1,No Deposit,0,68.0,Check-Out,2016-03-04
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,100.0,Canceled,2016-04-04
City Hotel,0,25,2016,September,38,11,2,0,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,88.0,Check-Out,2016-09-13
